EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1631537,26,Yes,Travel_Frequently,342,Maternity,2,3,Life Sciences,1,1,Male,57,3,1,Other,1,Married,2042.0,15346,6,Y,Yes,14,3,2,80,1,6.0,2,3,3.0,2.0,1.0,2.0
1277508,34,No,Travel_Rarely,1333,Cardiology,10,4,Life Sciences,1,3,Female,87,3,1,Other,3,Married,2220.0,18410,1,Y,Yes,19,3,4,80,1,1.0,2,3,1.0,1.0,0.0,0.0
1873017,28,No,Travel_Rarely,1144,Cardiology,10,1,Medical,1,4,Male,74,3,1,Other,2,Married,1052.0,23384,1,Y,No,22,4,2,80,0,1.0,5,3,1.0,0.0,0.0,0.0
1776541,38,No,Travel_Frequently,1186,Maternity,3,4,Other,1,3,Male,44,3,1,Other,3,Married,2821.0,2997,3,Y,No,16,3,1,80,1,8.0,2,3,2.0,2.0,2.0,2.0
1545738,50,No,Travel_Rarely,1464,Maternity,2,4,Medical,1,2,Male,62,3,5,Administrative,3,Married,4899.0,12853,2,Y,Yes,11,3,4,80,1,10.0,2,2,8.0,1.0,7.0,7.0
1775055,37,No,Travel_Rarely,124,Maternity,3,3,Other,1,4,Female,35,3,2,Nurse,2,Single,4107.0,13848,3,Y,No,15,3,1,80,0,8.0,3,2,4.0,3.0,0.0,1.0
1087619,40,No,Travel_Rarely,300,Cardiology,26,3,Marketing,1,3,Male,74,3,2,Nurse,1,Married,8396.0,22217,1,Y,No,14,3,2,80,1,8.0,3,2,7.0,7.0,7.0,5.0
1409664,26,No,Travel_Frequently,921,Maternity,1,1,Medical,1,1,Female,66,2,1,Other,3,Divorced,2007.0,25265,1,Y,No,13,3,3,80,2,5.0,5,3,5.0,3.0,1.0,3.0
1206462,46,No,Travel_Rarely,430,Maternity,1,4,Medical,1,4,Male,40,3,5,Administrative,4,Divorced,4899.0,21445,9,Y,No,17,3,4,80,2,23.0,0,3,2.0,2.0,2.0,2.0
1431621,54,No,Travel_Rarely,1082,Cardiology,2,4,Life Sciences,1,3,Female,41,2,3,Nurse,3,Married,10686.0,8392,6,Y,No,11,3,2,80,1,13.0,4,3,9.0,4.0,7.0,0.0
1045879,56,No,Travel_Frequently,1240,Maternity,9,3,Medical,1,1,Female,63,3,1,Other,3,Married,2942.0,12154,2,Y,No,19,3,2,80,1,18.0,4,3,5.0,4.0,0.0,3.0
1619652,36,No,Travel_Rarely,796,Maternity,12,5,Medical,1,4,Female,51,2,3,Therapist,4,Single,8858.0,15669,0,Y,No,11,3,2,80,0,15.0,2,2,14.0,8.0,7.0,8.0
1828114,55,No,Non-Travel,444,Neurology,2,1,Medical,1,3,Male,40,2,4,Other,1,Single,4899.0,17323,7,Y,No,15,3,2,80,0,10.0,3,4,9.0,7.0,6.0,2.0
1128254,43,No,Travel_Rarely,415,Cardiology,25,3,Medical,1,3,Male,79,2,3,Nurse,4,Divorced,10798.0,5268,5,Y,No,13,3,3,80,1,18.0,5,3,1.0,0.0,0.0,0.0
1084699,20,Yes,Travel_Frequently,769,Cardiology,9,3,Marketing,1,4,Female,54,3,1,Other,4,Single,2323.0,17205,1,Y,Yes,14,3,2,80,0,2.0,3,3,2.0,2.0,0.0,2.0
1343829,21,Yes,Travel_Rarely,1334,Maternity,10,3,Life Sciences,1,3,Female,36,2,1,Nurse,1,Single,1416.0,17258,1,Y,No,13,3,1,80,0,1.0,6,2,1.0,0.0,1.0,0.0
1603378,46,No,Travel_Rarely,1003,Maternity,8,4,Life Sciences,1,4,Female,74,2,2,Other,1,Divorced,4615.0,21029,8,Y,Yes,23,4,1,80,3,19.0,2,3,16.0,13.0,1.0,7.0
1720881,51,No,Travel_Rarely,1323,Maternity,4,4,Life Sciences,1,1,Male,34,3,1,Other,3,Married,2461.0,10332,9,Y,Yes,12,3,3,80,3,18.0,2,4,10.0,0.0,2.0,7.0
1748251,28,No,Non-Travel,1366,Maternity,24,2,Technical Degree,1,2,Male,72,2,3,Nurse,1,Single,8722.0,12355,1,Y,No,12,3,1,80,0,10.0,2,2,10.0,7.0,1.0,9.0
1740472,26,No,Travel_Rarely,192,Maternity,1,2,Medical,1,1,Male,59,2,1,Nurse,1,Married,3955.0,11141,1,Y,No,16,3,1,80,2,6.0,2,3,5.0,3.0,1.0,3.0
1825779,30,No,Travel_Rarely,1176,Maternity,20,3,Other,1,3,Male,85,3,2,Therapist,1,Married,9957.0,9096,0,Y,No,15,3,3,80,1,7.0,1,2,6.0,2.0,0.0,2.0
1221286,41,No,Travel_Rarely,509,Maternity,7,2,Technical Degree,1,2,Female,43,4,1,Other,3,Married,3376.0,18863,1,Y,No,13,3,3,80,0,10.0,3,3,10.0,6.0,0.0,8.0
1595168,38,No,Travel_Rarely,330,Maternity,17,1,Life Sciences,1,3,Female,65,2,3,Nurse,3,Married,8823.0,24608,0,Y,No,18,3,1,80,1,20.0,4,2,19.0,9.0,1.0,9.0
1317075,40,No,Travel_Rarely,1492,Maternity,20,4,Technical Degree,1,1,Male,61,3,3,Nurse,4,Married,10322.0,26542,4,Y,No,20,4,4,80,1,14.0,6,3,11.0,10.0,1.0,1.0
1169735,27,No,Non-Travel,1277,Maternity,8,5,Life Sciences,1,1,Male,87,1,1,Nurse,3,Married,4621.0,5869,1,Y,No,19,3,4,80,3,3.0,4,3,3.0,2.0,1.0,2.0
1818130,55,No,Travel_Frequently,1091,Neurology,2,1,Life Sciences,1,4,Male,65,3,3,Therapist,2,Married,10976.0,15813,3,Y,No,18,3,2,80,1,23.0,4,3,3.0,2.0,1.0,2.0
1467266,28,No,Travel_Rarely,857,Maternity,10,3,Other,1,3,Female,59,3,2,Other,3,Single,3660.0,7909,3,Y,No,13,3,4,80,0,10.0,4,4,8.0,7.0,1.0,7.0
1242796,44,No,Travel_Rarely,1376,Neurology,1,2,Medical,1,2,Male,91,2,3,Other,1,Married,10482.0,2326,9,Y,No,14,3,4,80,1,24.0,1,3,20.0,6.0,3.0,6.0
1116632,33,No,Travel_Rarely,654,Maternity,5,3,Life Sciences,1,4,Male,34,2,3,Nurse,4,Divorced,7119.0,21214,4,Y,No,15,3,3,80,1,9.0,2,3,3.0,2.0,1.0,2.0
1338800,35,Yes,Travel_Rarely,1204,Cardiology,4,3,Technical Degree,1,4,Male,86,3,3,Nurse,1,Single,9582.0,10333,0,Y,Yes,22,4,1,80,0,9.0,2,3,8.0,7.0,4.0,7.0
1823713,33,No,Travel_Frequently,827,Maternity,29,4,Medical,1,1,Female,54,2,2,Other,3,Single,4508.0,3129,1,Y,No,22,4,2,80,0,14.0,4,3,13.0,7.0,3.0,8.0
1461105,28,No,Travel_Rarely,895,Maternity,15,2,Life Sciences,1,1,Male,50,3,1,Nurse,3,Divorced,2207.0,22482,1,Y,No,16,3,4,80,1,4.0,5,2,4.0,2.0,2.0,2.0
1714672,34,No,Travel_Frequently,618,Maternity,3,1,Life Sciences,1,1,Male,45,3,2,Nurse,4,Single,7756.0,22266,0,Y,No,17,3,3,80,0,7.0,1,2,6.0,2.0,0.0,4.0
1264321,37,No,Travel_Rarely,309,Cardiology,10,4,Life Sciences,1,4,Female,88,2,2,Nurse,4,Divorced,6694.0,24223,2,Y,Yes,14,3,3,80,3,8.0,5,3,1.0,0.0,0.0,0.0
1570590,25,No,Travel_Rarely,1219,Maternity,4,1,Technical Degree,1,4,Male,32,3,1,Nurse,4,Married,3691.0,4605,1,Y,Yes,15,3,2,80,1,7.0,3,4,7.0,7.0,5.0,6.0
1417598,26,Yes,Travel_Rarely,1330,Maternity,21,3,Medical,1,1,Male,37,3,1,Nurse,3,Divorced,2377.0,19373,1,Y,No,20,4,3,80,1,1.0,0,2,1.0,1.0,0.0,0.0
1875940,33,Yes,Travel_Rarely,1017,Maternity,25,3,Medical,1,1,Male,55,2,1,Other,2,Single,2313.0,2993,4,Y,Yes,20,4,2,80,0,5.0,0,3,2.0,2.0,2.0,2.0
1815487,42,No,Travel_Rarely,469,Neurology,2,2,Medical,1,4,Male,35,3,4,Other,1,Married,4899.0,14399,0,Y,No,17,3,4,80,1,23.0,3,3,5.0,6.0,1.0,7.0
1364682,28,No,Travel_Frequently,1009,Maternity,1,3,Medical,1,1,Male,45,2,1,Nurse,2,Divorced,2596.0,7160,1,Y,No,15,3,1,80,2,1.0,2,3,1.0,0.0,0.0,0.0
1150498,50,No,Travel_Frequently,959,Cardiology,1,4,Other,1,4,Male,81,3,2,Nurse,3,Single,4728.0,17251,3,Y,Yes,14,3,4,80,0,5.0,4,3,0.0,0.0,0.0,0.0
1446684,33,No,Travel_Frequently,970,Cardiology,7,3,Life Sciences,1,4,Female,30,3,2,Nurse,2,Married,4302.0,13401,0,Y,No,17,3,3,80,1,4.0,3,3,3.0,2.0,0.0,2.0
1852842,34,No,Non-Travel,697,Maternity,3,4,Life Sciences,1,3,Male,40,2,1,Other,4,Married,2979.0,22478,3,Y,No,17,3,4,80,3,6.0,2,3,0.0,0.0,0.0,0.0
1554886,48,No,Non-Travel,1262,Neurology,1,4,Medical,1,1,Male,35,4,4,Other,4,Single,4899.0,16154,2,Y,No,22,4,3,80,0,27.0,3,2,5.0,4.0,2.0,1.0
1454712,45,No,Non-Travel,1050,Cardiology,9,4,Life Sciences,1,2,Female,65,2,2,Nurse,3,Married,5593.0,17970,1,Y,No,13,3,4,80,1,15.0,2,3,15.0,10.0,4.0,12.0
1212693,52,No,Travel_Rarely,994,Maternity,7,4,Life Sciences,1,2,Male,87,3,3,Nurse,2,Single,10445.0,15322,7,Y,No,19,3,4,80,0,18.0,4,3,8.0,6.0,4.0,0.0
1312769,38,No,Travel_Rarely,770,Cardiology,10,4,Marketing,1,3,Male,73,2,3,Nurse,3,Divorced,8740.0,5569,0,Y,Yes,14,3,2,80,2,9.0,2,3,8.0,7.0,2.0,7.0
1601148,29,No,Travel_Rarely,1107,Maternity,28,4,Life Sciences,1,3,Female,93,3,1,Other,4,Divorced,2514.0,26968,4,Y,No,22,4,1,80,1,11.0,1,3,7.0,5.0,1.0,7.0
1133211,28,No,Travel_Rarely,950,Neurology,3,3,Medical,1,4,Female,93,3,3,Therapist,2,Divorced,7655.0,8039,0,Y,No,17,3,2,80,3,10.0,3,2,9.0,7.0,1.0,7.0
1856618,46,No,Travel_Rarely,406,Cardiology,3,1,Marketing,1,1,Male,52,3,4,Administrative,3,Married,4899.0,15596,3,Y,No,12,3,4,80,1,23.0,3,3,12.0,9.0,4.0,9.0
1042408,38,No,Travel_Rarely,130,Cardiology,2,2,Marketing,1,4,Male,32,3,3,Nurse,2,Single,7351.0,20619,7,Y,No,16,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0.0
1789769,43,No,Travel_Frequently,1082,Maternity,27,3,Life Sciences,1,3,Female,83,3,3,Therapist,1,Married,10820.0,11535,8,Y,No,11,3,3,80,1,18.0,1,3,8.0,7.0,0.0,1.0
1440393,39,No,Travel_Frequently,203,Maternity,2,3,Life Sciences,1,1,Male,84,3,4,Nurse,4,Divorced,12169.0,13547,7,Y,No,11,3,4,80,3,21.0,4,3,18.0,7.0,1.0,5.0
1091520,40,No,Travel_Rarely,1308,Maternity,14,3,Medical,1,3,Male,44,2,5,Administrative,3,Single,4899.0,17544,1,Y,No,14,3,1,80,0,21.0,2,4,20.0,7.0,4.0,9.0
1818532,21,Yes,Travel_Rarely,984,Maternity,1,1,Technical Degree,1,4,Female,70,2,1,Other,2,Single,2070.0,25326,1,Y,Yes,11,3,3,80,0,2.0,6,4,2.0,2.0,2.0,2.0
1292995,39,No,Non-Travel,439,Maternity,9,3,Life Sciences,1,3,Male,70,3,2,Nurse,2,Single,6782.0,8770,9,Y,No,15,3,3,80,0,9.0,2,2,5.0,4.0,0.0,3.0
1522372,36,No,Non-Travel,217,Maternity,18,4,Life Sciences,1,1,Male,78,3,2,Therapist,4,Single,7779.0,23238,2,Y,No,20,4,1,80,0,18.0,0,3,11.0,9.0,0.0,9.0
1308397,31,No,Travel_Frequently,793,Cardiology,20,3,Life Sciences,1,3,Male,67,4,1,Other,4,Married,2791.0,21981,0,Y,No,12,3,1,80,1,3.0,4,3,2.0,2.0,2.0,2.0
1138410,28,No,Travel_Rarely,1451,Maternity,2,1,Life Sciences,1,1,Male,67,2,1,Other,2,Married,3201.0,19911,0,Y,No,17,3,1,80,0,6.0,2,1,5.0,3.0,0.0,4.0
1752889,35,No,Travel_Frequently,1182,Cardiology,11,2,Marketing,1,4,Male,54,3,2,Nurse,4,Divorced,4968.0,18500,1,Y,No,11,3,4,80,1,5.0,3,3,5.0,2.0,0.0,2.0
1425897,49,No,Travel_Rarely,174,Cardiology,8,4,Technical Degree,1,4,Male,56,2,4,Nurse,2,Married,13120.0,11879,6,Y,No,17,3,2,80,1,22.0,3,3,9.0,8.0,2.0,3.0
1719792,34,No,Travel_Frequently,1003,Neurology,2,2,Life Sciences,1,4,Male,95,3,2,Therapist,3,Single,4033.0,15834,2,Y,No,11,3,4,80,0,5.0,3,2,3.0,2.0,0.0,2.0
1377897,29,No,Travel_Frequently,490,Maternity,10,3,Life Sciences,1,4,Female,61,3,1,Other,2,Divorced,3291.0,17940,0,Y,No,14,3,4,80,2,8.0,2,2,7.0,5.0,1.0,1.0
1692477,42,No,Travel_Rarely,188,Maternity,29,3,Medical,1,2,Male,56,1,2,Nurse,4,Single,4272.0,9558,4,Y,No,19,3,1,80,0,16.0,3,3,1.0,0.0,0.0,0.0
1618530,29,No,Travel_Rarely,718,Maternity,8,1,Medical,1,2,Male,79,2,2,Therapist,4,Married,5056.0,17689,1,Y,Yes,15,3,3,80,1,10.0,2,2,10.0,7.0,1.0,2.0
1619491,38,No,Travel_Rarely,433,Neurology,1,3,Human Resources,1,3,Male,37,4,1,Other,3,Married,2844.0,6004,1,Y,No,13,3,4,80,1,7.0,2,4,7.0,6.0,5.0,0.0
1321732,28,No,Travel_Frequently,773,Maternity,6,3,Life Sciences,1,3,Male,39,2,1,Other,3,Divorced,2703.0,22088,1,Y,Yes,14,3,4,80,1,3.0,2,3,3.0,1.0,0.0,2.0
1313694,18,Yes,Non-Travel,247,Maternity,8,1,Medical,1,3,Male,80,3,1,Nurse,3,Single,1904.0,13556,1,Y,No,12,3,4,80,0,0.0,0,3,0.0,0.0,0.0,0.0
1140608,33,Yes,Travel_Rarely,603,Cardiology,9,4,Marketing,1,1,Female,77,3,2,Nurse,1,Single,8224.0,18385,0,Y,Yes,17,3,1,80,0,6.0,3,3,5.0,2.0,0.0,3.0
1190899,41,No,Travel_Rarely,167,Maternity,12,4,Life Sciences,1,2,Male,46,3,1,Nurse,4,Married,4766.0,9051,3,Y,Yes,11,3,1,80,1,6.0,4,3,1.0,0.0,0.0,0.0
1131723,31,No,Travel_Frequently,874,Maternity,15,3,Medical,1,3,Male,72,3,1,Nurse,3,Married,2610.0,6233,1,Y,No,12,3,3,80,1,2.0,5,2,2.0,2.0,2.0,2.0
1066655,37,No,Travel_Rarely,367,Maternity,25,2,Medical,1,3,Female,52,2,2,Nurse,4,Divorced,5731.0,17171,7,Y,No,13,3,3,80,2,9.0,2,3,6.0,2.0,1.0,3.0
1061785,27,No,Travel_Rarely,199,Maternity,6,3,Life Sciences,1,4,Male,55,2,1,Other,3,Married,2539.0,7950,1,Y,No,13,3,3,80,1,4.0,0,3,4.0,2.0,2.0,2.0
1745568,34,No,Travel_Rarely,1400,Cardiology,9,1,Life Sciences,1,2,Female,70,3,2,Nurse,3,Married,5714.0,5829,1,Y,No,20,4,1,80,0,6.0,3,2,6.0,5.0,1.0,3.0
1034814,35,No,Travel_Rarely,528,Neurology,8,4,Technical Degree,1,3,Male,100,3,1,Other,3,Single,4323.0,7108,1,Y,No,17,3,2,80,0,6.0,2,1,5.0,4.0,1.0,4.0
1778989,29,Yes,Travel_Rarely,408,Cardiology,23,1,Life Sciences,1,4,Female,45,2,3,Nurse,1,Married,7336.0,11162,1,Y,No,13,3,1,80,1,11.0,3,1,11.0,8.0,3.0,10.0
1452385,40,No,Travel_Frequently,593,Maternity,9,4,Medical,1,2,Female,88,3,3,Administrative,3,Single,13499.0,13782,9,Y,No,17,3,3,80,0,20.0,3,2,18.0,7.0,2.0,13.0
1513386,42,No,Travel_Frequently,481,Cardiology,12,3,Life Sciences,1,3,Male,44,3,4,Nurse,1,Single,13758.0,2447,0,Y,Yes,12,3,2,80,0,22.0,2,2,5.0,9.0,1.0,14.0
1812528,42,No,Travel_Rarely,647,Cardiology,4,4,Marketing,1,2,Male,45,3,2,Nurse,1,Single,5155.0,2253,7,Y,No,13,3,4,80,0,9.0,3,4,6.0,4.0,1.0,5.0
1479961,35,No,Travel_Rarely,982,Maternity,1,4,Medical,1,4,Male,58,2,1,Nurse,3,Married,2258.0,16340,6,Y,No,12,3,2,80,1,10.0,2,3,8.0,0.0,1.0,7.0
1446497,24,No,Travel_Rarely,477,Maternity,24,3,Medical,1,4,Male,49,3,1,Nurse,2,Single,3597.0,6409,8,Y,No,22,4,4,80,0,6.0,2,3,4.0,3.0,1.0,2.0
1340549,28,Yes,Travel_Rarely,1485,Maternity,12,1,Life Sciences,1,3,Female,79,3,1,Nurse,4,Married,2515.0,22955,1,Y,Yes,11,3,4,80,0,1.0,4,2,1.0,1.0,0.0,0.0
1588632,26,No,Travel_Rarely,1384,Maternity,3,4,Medical,1,1,Male,82,4,1,Nurse,4,Married,4420.0,13421,1,Y,No,22,4,2,80,1,8.0,2,3,8.0,7.0,0.0,7.0
1499676,30,No,Travel_Rarely,852,Cardiology,10,3,Marketing,1,3,Male,72,2,2,Nurse,3,Married,6578.0,2706,1,Y,No,18,3,1,80,1,10.0,3,3,10.0,3.0,1.0,4.0
1849677,40,No,Travel_Frequently,902,Maternity,26,2,Medical,1,3,Female,92,2,2,Other,4,Married,4422.0,21203,3,Y,Yes,13,3,4,80,1,16.0,3,1,1.0,1.0,0.0,0.0
1209446,35,No,Travel_Rarely,819,Neurology,2,3,Life Sciences,1,3,Male,44,2,3,Therapist,2,Divorced,10274.0,19588,2,Y,No,18,3,2,80,1,15.0,2,4,7.0,7.0,6.0,4.0
1098841,34,No,Travel_Frequently,669,Maternity,1,3,Medical,1,4,Male,97,2,2,Nurse,1,Single,5343.0,25755,0,Y,No,20,4,3,80,0,14.0,3,3,13.0,9.0,4.0,9.0
1871555,35,No,Travel_Frequently,636,Maternity,4,4,Other,1,4,Male,47,2,1,Nurse,4,Married,2376.0,26537,1,Y,No,13,3,2,80,1,2.0,2,4,2.0,2.0,2.0,2.0
1405213,43,Yes,Travel_Rarely,1372,Cardiology,9,3,Marketing,1,1,Female,85,1,2,Nurse,3,Single,5346.0,9489,8,Y,No,13,3,2,80,0,7.0,2,2,4.0,3.0,1.0,3.0
1089994,32,No,Non-Travel,862,Cardiology,2,1,Life Sciences,1,3,Female,76,3,1,Other,1,Divorced,2827.0,14947,1,Y,No,12,3,3,80,3,1.0,3,3,1.0,0.0,0.0,0.0
1710657,56,No,Travel_Rarely,718,Neurology,4,4,Technical Degree,1,4,Female,92,3,5,Other,1,Divorced,4899.0,18575,4,Y,No,13,3,4,80,1,28.0,2,3,5.0,2.0,4.0,2.0
1511393,29,No,Travel_Rarely,1401,Maternity,6,1,Medical,1,2,Female,54,3,1,Nurse,4,Married,3131.0,26342,1,Y,No,13,3,1,80,1,10.0,5,3,10.0,8.0,0.0,8.0
1542698,19,No,Travel_Rarely,645,Maternity,9,2,Life Sciences,1,3,Male,54,3,1,Other,1,Single,2552.0,7172,1,Y,No,25,4,3,80,0,1.0,4,3,1.0,1.0,0.0,0.0
1764148,45,No,Travel_Rarely,1457,Maternity,7,3,Medical,1,1,Female,83,3,1,Other,3,Married,4477.0,20100,4,Y,Yes,19,3,3,80,1,7.0,2,2,3.0,2.0,0.0,2.0
1334983,37,No,Travel_Rarely,977,Neurology,1,3,Life Sciences,1,4,Female,56,2,2,Therapist,4,Married,6474.0,9961,1,Y,No,13,3,2,80,1,14.0,2,2,14.0,8.0,3.0,11.0
1713700,20,Yes,Travel_Rarely,805,Maternity,3,3,Life Sciences,1,1,Male,87,2,1,Nurse,3,Single,3033.0,12828,1,Y,No,12,3,1,80,0,2.0,2,2,2.0,2.0,1.0,2.0
1476340,44,Yes,Travel_Rarely,1097,Maternity,10,4,Life Sciences,1,3,Male,96,3,1,Other,3,Single,2936.0,10826,1,Y,Yes,11,3,3,80,0,6.0,4,3,6.0,4.0,0.0,2.0
1795477,53,No,Travel_Rarely,1223,Neurology,7,2,Medical,1,4,Female,50,3,5,Other,3,Divorced,4899.0,18640,3,Y,No,18,3,2,80,1,26.0,6,3,7.0,7.0,4.0,7.0
1500784,29,Yes,Travel_Rarely,942,Maternity,15,1,Life Sciences,1,2,Female,69,1,1,Other,4,Married,2168.0,26933,0,Y,Yes,18,3,1,80,1,6.0,2,2,5.0,4.0,1.0,3.0
1455048,22,Yes,Travel_Frequently,1256,Maternity,3,4,Life Sciences,1,3,Male,48,2,1,Other,4,Married,2853.0,4223,0,Y,Yes,11,3,2,80,1,1.0,5,3,0.0,0.0,0.0,0.0
1123335,46,No,Travel_Rarely,1402,Cardiology,2,3,Marketing,1,3,Female,69,3,4,Administrative,1,Married,4899.0,24097,8,Y,No,23,4,1,80,0,28.0,2,3,5.0,3.0,1.0,9.0
1285566,44,No,Non-Travel,111,Maternity,17,3,Life Sciences,1,4,Male,74,1,1,Other,3,Single,2290.0,4279,2,Y,No,13,3,4,80,0,6.0,3,3,0.0,0.0,0.0,0.0
1279649,33,No,Travel_Rarely,147,Neurology,2,3,Human Resources,1,2,Male,99,3,1,Other,3,Married,3600.0,8429,1,Y,No,13,3,4,80,1,5.0,2,3,5.0,4.0,1.0,4.0
1754610,41,Yes,Non-Travel,906,Maternity,5,2,Life Sciences,1,1,Male,95,2,1,Other,1,Divorced,2107.0,20293,6,Y,No,17,3,1,80,1,5.0,2,1,1.0,0.0,0.0,0.0
1260276,30,No,Travel_Rarely,1329,Cardiology,29,4,Life Sciences,1,3,Male,61,3,2,Nurse,1,Divorced,4115.0,13192,8,Y,No,19,3,3,80,3,8.0,3,3,4.0,3.0,0.0,3.0
1313206,40,No,Travel_Frequently,1184,Cardiology,2,4,Medical,1,2,Male,62,3,2,Nurse,2,Married,4327.0,25440,5,Y,No,12,3,4,80,3,5.0,2,3,0.0,0.0,0.0,0.0
1562759,50,No,Travel_Frequently,1421,Neurology,2,3,Medical,1,4,Female,30,3,4,Other,1,Married,4899.0,9490,2,Y,No,22,4,3,80,1,10.0,3,3,2.0,2.0,2.0,2.0
1818579,28,No,Travel_Rarely,1179,Maternity,19,4,Medical,1,4,Male,78,2,1,Nurse,1,Married,3196.0,12449,1,Y,No,12,3,3,80,3,6.0,2,3,6.0,5.0,3.0,3.0
1221210,46,No,Travel_Rarely,1450,Maternity,15,2,Life Sciences,1,4,Male,52,3,5,Administrative,2,Married,4899.0,10849,5,Y,No,11,3,1,80,1,25.0,2,3,4.0,2.0,0.0,3.0
1285937,35,No,Travel_Rarely,1361,Cardiology,17,4,Life Sciences,1,3,Male,94,3,2,Nurse,1,Married,8966.0,21026,3,Y,Yes,15,3,4,80,3,15.0,2,3,7.0,7.0,1.0,7.0
1063216,24,Yes,Travel_Rarely,984,Maternity,17,2,Life Sciences,1,4,Female,97,3,1,Nurse,2,Married,2210.0,3372,1,Y,No,13,3,1,80,1,1.0,3,1,1.0,0.0,0.0,0.0
1551282,33,No,Travel_Frequently,1146,Cardiology,25,3,Medical,1,2,Female,82,3,2,Nurse,3,Married,4539.0,4905,1,Y,No,12,3,1,80,1,10.0,3,2,10.0,7.0,0.0,1.0
1310719,36,No,Travel_Rarely,917,Maternity,6,4,Life Sciences,1,3,Male,60,1,1,Nurse,3,Divorced,2741.0,6865,1,Y,No,14,3,3,80,1,7.0,4,3,7.0,7.0,1.0,7.0
1544205,30,No,Travel_Rarely,853,Maternity,7,4,Life Sciences,1,3,Male,49,3,2,Nurse,3,Divorced,3491.0,11309,1,Y,No,13,3,1,80,3,10.0,4,2,10.0,7.0,1.0,9.0
1503934,44,No,Travel_Rarely,200,Maternity,29,4,Other,1,4,Male,32,3,2,Other,4,Single,4541.0,7744,1,Y,No,25,4,2,80,0,20.0,3,3,20.0,11.0,1.0,3.0
1531205,20,No,Travel_Rarely,654,Cardiology,21,3,Marketing,1,3,Male,43,4,1,Other,4,Single,2678.0,5050,1,Y,No,17,3,4,80,0,2.0,2,3,2.0,1.0,2.0,2.0
1126413,46,No,Travel_Rarely,150,Neurology,2,4,Technical Degree,1,4,Male,60,3,2,Therapist,4,Divorced,7379.0,17433,2,Y,No,11,3,3,80,1,12.0,3,2,6.0,3.0,1.0,4.0
1170535,42,No,Non-Travel,179,Neurology,2,5,Medical,1,4,Male,79,4,2,Other,1,Married,6272.0,12858,7,Y,No,16,3,1,80,1,10.0,3,4,4.0,3.0,0.0,3.0
1520995,60,No,Travel_Rarely,696,Cardiology,7,4,Marketing,1,2,Male,52,4,2,Nurse,4,Divorced,5220.0,10893,0,Y,Yes,18,3,2,80,1,12.0,3,3,11.0,7.0,1.0,9.0
1229290,32,No,Travel_Frequently,116,Maternity,13,3,Other,1,3,Female,77,2,1,Nurse,2,Married,2743.0,7331,1,Y,No,20,4,3,80,1,2.0,2,3,2.0,2.0,2.0,2.0
1034448,32,No,Travel_Frequently,1316,Maternity,2,2,Life Sciences,1,4,Female,38,3,2,Other,3,Single,4998.0,2338,4,Y,Yes,14,3,4,80,0,10.0,2,3,8.0,7.0,0.0,7.0
1516924,36,No,Travel_Rarely,363,Neurology,1,3,Technical Degree,1,3,Female,77,1,3,Therapist,1,Divorced,10252.0,4235,2,Y,Yes,21,4,3,80,1,17.0,2,3,7.0,7.0,7.0,7.0
1487583,33,No,Travel_Rarely,117,Maternity,9,3,Medical,1,1,Male,60,3,1,Other,4,Married,2781.0,6311,0,Y,No,13,3,2,80,1,15.0,5,3,14.0,10.0,4.0,10.0
1516360,40,No,Travel_Rarely,107,Cardiology,10,3,Technical Degree,1,2,Female,84,2,2,Nurse,2,Divorced,6852.0,11591,7,Y,No,12,3,2,80,1,7.0,2,4,5.0,1.0,1.0,3.0
1384279,25,No,Travel_Rarely,1356,Cardiology,10,4,Life Sciences,1,3,Male,57,3,2,Nurse,4,Single,4950.0,20623,0,Y,No,14,3,2,80,0,5.0,4,3,4.0,3.0,1.0,1.0
1658193,30,No,Travel_Rarely,1465,Maternity,1,3,Medical,1,4,Male,63,3,1,Other,2,Married,3579.0,9369,0,Y,Yes,21,4,1,80,1,12.0,2,3,11.0,9.0,5.0,7.0
1645050,42,No,Travel_Frequently,458,Maternity,26,5,Medical,1,1,Female,60,3,3,Administrative,1,Married,13191.0,23281,3,Y,Yes,17,3,3,80,0,20.0,6,3,1.0,0.0,0.0,0.0
1695470,35,No,Non-Travel,1212,Cardiology,8,2,Marketing,1,3,Female,78,2,3,Nurse,4,Married,10377.0,13755,4,Y,Yes,11,3,2,80,1,16.0,6,2,13.0,2.0,4.0,12.0
1362336,27,No,Travel_Rarely,1103,Maternity,14,3,Life Sciences,1,1,Male,42,3,1,Other,1,Married,2235.0,14377,1,Y,Yes,14,3,4,80,2,9.0,3,2,9.0,7.0,6.0,8.0
